0,0,0,7,1,7,2//スタートの位置
0,0,22,5,1,15,1//スタート直後のz方向ブロック
24,0,0,17,1,5,1//スタート直後のx方向ブロック
6,2,28,1,1,1,5//z方向に進んだ1階の電源ブロック
6,0,28,1,1,1,1//z方向に進んだ1階の電源ブロックの足場
6,2,36,1,1,1,6,1//z方向に進んだ1階の受電ブロック//番号１
6,0,36,1,1,1,1//z方向に進んだ1階の受電ブロックの足場
0,0,44,5,1,7,7,1//スタートに近いオンオフブロック//番号１
0,0,60,5,1,9,1//オンオフブロック後ろのブロック
0,22,66,1,1,1,4//z方向に進んだ所のフック
26,2,6,1,1,1,5//x方向に進んだ1階の電源ブロック
26,0,6,1,1,1,1//x方向に進んだ1階の電源ブロックの足場
40,22,0,1,1,1,4//x方向に進んだ所のフック
44,14,10,5,1,9,1//x方向に進んだ所のフックの横のブロック
50,16,18,1,1,1,6,2//2階の受電ブロック//番号2
50,14,18,1,1,1,1//2階の受電ブロックの足場
44,14,28,5,1,9,7,2//2階のオンオフブロック
44,14,58,5,1,21,1//2階のオンオフブロック後ろのブロック
20,14,66,19,1,5,1//x方向に進んだ所のフックの後ろのブロック
44,0,84,5,1,7,1//ゴール手前のブロック
50,2,90,1,1,1,6,3//ゴール手前の受電ブロック
50,0,90,1,1,1,1//ゴール手前の受電ブロックの足場
44,0,98,5,1,7,7,3//ゴール手前のオンオフブロック
44,0,112,7,1,7,3//ゴールの位置
