0,0,0,7,1,7,2//スタートの位置
0,0,20,3,1,13,1//スタート直後の長いブロック
4,2,16,1,1,1,5,//スタート直後の電源ブロック  
4,0,16,1,1,1,1,//スタート直後の電源ブロックの足場
4,2,32,1,1,1,6,1//スタート直後の受電ブロック  
4,0,32,1,1,1,1,1//スタート直後の受電ブロックの足場
0,0,36,3,1,3,7,1//スタート直後の竜巻ブロック (オンオフで代用)
0,0,66,3,1,27,1//竜巻ブロックの後ろの長いブロック

0,22,14,1,1,1,4//スタート直後のフック
0,14,24,3,1,9,1//フック後ろのブロック
4,16,30,1,1,1,5//2階の電源ブロック  
4,14,30,1,1,1,1,1//2階の電源ブロックの足場
0,14,42,3,1,3,1//スタート直後の竜巻ブロックの上
4,16,42,1,1,1,6,2//2階の受電ブロック
4,14,42,1,1,1,1//2階の受電ブロック
0,14,48,3,1,3,7,2//2階のオンオフブロック
0,14,70,3,1,19,1//オンオフブロック直後の長いブロック
0,22,90,1,1,1,4//2階の奥のフック

0,36,64,1,1,1,4//3階のフック
0,28,78,3,1,11,1//ゴール手前のブロック
0,28,96,7,1,7,2//ゴールの位置
